coords,points,values
"27.0830499769,-92.3363911595;27.08301667,-92.33646667;27.08285,-92.33663333",3,value
"27.0830499769,-92.3363911595;27.08285,-92.33663333",3,value
"27.12926667,-92.32243333;27.11205,-92.32671667;27.0961,-92.33085;27.09225,-92.32525;27.0830499769,-92.3363911595",5,value
"27.21163333,-90.73888333;27.20373333,-90.74643333;27.1994,-90.7695;27.18868333,-90.77528333;27.18968333,-90.77608333;27.19763333,-90.78248333;27.19236667,-90.8344;27.1927,-90.88293333;27.19316667,-90.88981667;27.19381667,-90.89948333;27.19486667,-90.91348333;27.19998333,-90.9305;27.19618333,-90.94665;27.17983333,-91.01498333;27.12431667,-91.11231667;27.11586667,-91.12815;27.0876,-91.18096667;27.07278333,-91.20241667;27.06503333,-91.22411667;27.06006667,-91.24101667;27.06506667,-91.31035;27.06121667,-91.46515;27.05853333,-91.57343333;27.05748333,-91.6156;27.06701667,-91.85035;27.0842,-91.91871667;27.09996667,-91.98156667;27.12961667,-92.05495;27.1335,-92.07448333;27.12505,-92.13456667;27.11783333,-92.25753333;27.0830499769,-92.3363911595",5,value
"27.21516667,-90.38895;27.22921667,-90.38201667;27.24583333,-90.38895;27.2483365998,-90.408151867",7,value
"27.22011667,-90.1595;27.22136667,-90.15838333;27.2287,-90.15843333;27.25258333,-90.15926667;27.25235,-90.17473333",3,value
"27.22518333,-90.03353333;27.2473,-90.0591;27.25601667,-90.06118333;27.26908333,-90.06411667;27.2633,-90.07808333",3,value
"27.23615,-90.29325;27.23688333,-90.30558333;27.23788333,-90.31023333;27.24033333,-90.32173333;27.24536667,-90.3434",4,value
"27.24536667,-90.3434;27.24646667,-90.39081667;27.2483365998,-90.408151867",7,value
"27.2483365998,-90.408151867;27.2485,-90.40966667;27.24856667,-90.40991667",7,value
"27.2483365998,-90.408151867;27.24856667,-90.40991667",7,value
"27.24856667,-90.40991667;27.24865,-90.4102;27.26493333,-90.46415;27.26241667,-90.47806667;27.26116667,-90.4841;27.26111667,-90.48435",5,value
"27.25235,-90.17473333;27.25188333,-90.20251667;27.24986667,-90.20993333;27.24946667,-90.2263;27.24941667,-90.22811667;27.24856667,-90.2627;27.2467,-90.29456667;27.24491667,-90.32283333;27.24345,-90.32603333;27.24536667,-90.34315;27.24536667,-90.3434",4,value
"27.25536667,-90.7361;27.24286667,-90.7327;27.2391,-90.73113333;27.21596667,-90.73405;27.2118,-90.7387;27.21163333,-90.73888333",3,value
"27.26111667,-90.48435;27.2528,-90.52453333;27.22781667,-90.64511667;27.21205,-90.72083333;27.21376667,-90.73046667;27.21163333,-90.73888333",3,value
"27.2633,-90.07808333;27.25291667,-90.09435;27.25388333,-90.14291667;27.25715,-90.15086667;27.25265,-90.15911667;27.25241667,-90.17448333;27.25235,-90.17473333",3,value
"27.29786667,-90.48655;27.28203333,-90.47665;27.27038333,-90.46803333;27.26111667,-90.48435",5,value
"27.30771667,-89.80876667;27.29925,-89.82508333;27.2932,-89.87703333;27.29153333,-89.89123333;27.29463333,-89.90531667;27.29478333,-89.90585;27.30065,-89.92981667;27.29955,-89.97671667;27.29875,-90.01053333;27.2952,-90.03785;27.27398333,-90.06166667;27.27065,-90.06411667;27.26805,-90.0679;27.26486667,-90.07561667;27.26343333,-90.07788333;27.2633,-90.07808333",3,value
"27.3213920663,-89.7823904958;27.30783333,-89.80855;27.30771667,-89.80876667",7,value
"27.3213920663,-89.7823904958;27.32136667,-89.78238333;27.31863333,-89.78758333;27.30771667,-89.80876667",7,value
"27.33556667,-89.80646667;27.3345,-89.8049;27.32538333,-89.78351667;27.3213920663,-89.7823904958",8,value
"27.36891667,-94.68381667;27.37205,-94.70348333;27.37656667,-94.7307;27.3783,-94.73518333;27.38823333,-94.73686667",7,value
"27.38823333,-94.73686667;27.39128333,-94.73755;27.40575,-94.73591667;27.44408333,-94.73151667;27.46765,-94.7256;27.48661667,-94.71486667;27.50385,-94.7051;27.5295,-94.67908333;27.53961667,-94.65876667;27.53988333,-94.65823333;27.54055,-94.65688333;27.54638333,-94.64518333;27.55716667,-94.63578333;27.5671,-94.62705;27.6205,-94.6032;27.62793333,-94.59948333;27.63958333,-94.59645;27.66585,-94.59795;27.6737,-94.60065;27.67893333,-94.60373333;27.68638333,-94.60823333;27.68856667,-94.60886667;27.68985,-94.60923333;27.69528333,-94.60926667;27.70345,-94.60893333;27.71021667,-94.60648333;27.71588333,-94.60241667;27.72036667,-94.60048333;27.72273333,-94.6002;27.72723333,-94.59966667;27.73628333,-94.59946667;27.74993333,-94.6014;27.78871667,-94.59576667;27.79846667,-94.59248333;27.80278333,-94.59101667;27.8071,-94.58956667;27.8109,-94.58826667;27.82456667,-94.5876;27.82906667,-94.58736667;27.83203333,-94.58721667;27.84361667,-94.58765;27.84383333,-94.58765",5,value
"27.8361,-94.5775;27.83803333,-94.57968333;27.84148333,-94.5847;27.84383333,-94.58765",5,value
"27.84383333,-94.58765;27.8462,-94.58823333;27.84963333,-94.58983333;27.85155,-94.58798333;27.85193333,-94.59173333;27.85341667,-94.59295;27.85665,-94.59566667;27.86241667,-94.59823333;27.87835,-94.61111667;27.88856667,-94.62456667;27.8899,-94.6263;27.8935,-94.62906667;27.8979,-94.6313;27.90201667,-94.63338333;27.90215,-94.63346667;27.90626667,-94.63555;27.91195,-94.63843333;27.93761667,-94.66066667;27.9928,-94.7128;28.00563333,-94.72215;28.0119,-94.72463333;28.01725,-94.7251;28.02176667,-94.72548333;28.02626667,-94.72588333;28.03088333,-94.72628333;28.03591667,-94.72823333;28.07025,-94.75405;28.08158333,-94.76125;28.09263333,-94.76978333;28.11158333,-94.78443333;28.1423,-94.80765;28.26315,-94.89363333;28.32958333,-94.93998333;28.34223333,-94.9499;28.35263333,-94.95811667;28.37111667,-94.97135;28.37493333,-94.97408333;28.37873333,-94.9768;28.40043333,-94.99233333;28.48405,-95.05226667;28.50273333,-95.06296667;28.55546667,-95.10081667;28.58016667,-95.11938333;28.59571667,-95.1341;28.59858333,-95.13625;28.6,-95.1368;28.60086667,-95.13713333;28.60446667,-95.13751667;28.60536667,-95.13761667;28.60986667,-95.1381;28.61435,-95.13858333;28.61885,-95.13906667;28.62136667,-95.13996667;28.62421667,-95.1418;28.6304,-95.14683333;28.66636667,-95.17458333;28.68031667,-95.18481667;28.69365,-95.19461667;28.7053,-95.20316667;28.71446667,-95.2099;28.75645,-95.2452;28.75808333,-95.24636667;28.75886667,-95.24696667;28.7619,-95.24908333;28.76571667,-95.2518;28.76621667,-95.25211667;28.773,-95.25698333;28.7776,-95.26046667;28.78243333,-95.2625;28.79183333,-95.26486667;28.79536667,-95.26576667;28.79616667,-95.26623333;28.7981,-95.26766667;28.82215,-95.28538333;28.85841667,-95.31211667;28.8598,-95.31126667;28.86051667,-95.31098333;28.86146667,-95.3104;28.86205,-95.30986667;28.86375,-95.3088;28.86891667,-95.30558333;28.87128333,-95.3036;28.8723,-95.30271667;28.8781,-95.29786667;28.8786,-95.29765;28.88295,-95.29576667;28.88460667,-95.29841833;28.88432667,-95.29870833;28.88483333,-95.29853167;28.884975,-95.29878333;28.88857333,-95.30433333;28.88865333,-95.30447667;28.88879333,-95.30468833;28.88894333,-95.30491333;28.89474833,-95.31377167;28.89481667,-95.31388333;28.89493333,-95.31405;28.895045,-95.31422;28.90523333,-95.32996667;28.90616667,-95.33136667;28.91323333,-95.34206667",7,value
"28.01631667,-88.8393;28.01325,-88.8445;27.9894,-88.88003333;27.96661667,-88.91391667;27.9333,-88.9635;27.89795,-89.02681667;27.86496667,-89.06513333;27.82918333,-89.11831667;27.76203333,-89.18593333;27.69521667,-89.25323333;27.5938,-89.35483333;27.57893333,-89.37593333;27.5647,-89.41621667;27.55541667,-89.44246667;27.50021667,-89.48765;27.42401667,-89.5957;27.40153333,-89.62753333;27.37996667,-89.66925;27.32316667,-89.77896667;27.3213920663,-89.7823904958",8,value
"28.0167837216,-88.8387252141;28.01631667,-88.8393",3,value
"28.0167837216,-88.8387252141;28.01643333,-88.8391;28.01631667,-88.8393",3,value
"28.026118154,-88.8272376169;28.02433333,-88.83065;28.0167837216,-88.8387252141",1,value
"28.026118154,-88.8272376169;28.0167837216,-88.8387252141",1,value
"28.07328333,-88.74305;28.07216667,-88.7442;28.04816667,-88.78508333;28.026118154,-88.8272376169",point,value
"28.07701667,-88.84283333;28.0565,-88.83286667;28.0353,-88.8227;28.02903333,-88.82365;28.026118154,-88.8272376169",point,value
"28.12933333,-88.7725;28.11213333,-88.75648333;28.09185,-88.73753333;28.08541667,-88.73351667;28.07328333,-88.74305",5,value
"28.18143333,-88.67678333;28.17893333,-88.67626667;28.152,-88.6923;28.1362,-88.70171667;28.0917,-88.72816667;28.081,-88.735;28.0734,-88.74283333;28.07328333,-88.74305",5,value
"28.2154,-88.55761667;28.20636667,-88.56603333;28.19841667,-88.57341667;28.1953,-88.58258333;28.18703333,-88.60645;28.1866,-88.65308333;28.19321667,-88.665;28.19298333,-88.66688333;28.18143333,-88.67678333",3,value
"28.3673,-88.55106667;28.36476667,-88.55248333;28.2981,-88.58988333;28.28398333,-88.59778333;28.27605,-88.60225;28.2314,-88.63278333;28.19651667,-88.66301667;28.19298333,-88.6683;28.18163333,-88.67666667;28.18143333,-88.67678333",3,value
"28.39585,-88.48961667;28.38655,-88.5124;28.37995,-88.52848333;28.3673,-88.55106667",7,value
"28.5215,-88.28848333;28.54518333,-88.26656667;28.5505,-88.26155;28.56745,-88.2553;28.57241667,-88.25198333;28.57275,-88.2518;28.57308333,-88.25165;28.62665,-88.2157;28.62776667,-88.20475;28.63366667,-88.20716667;28.64585,-88.20571667;28.64555,-88.22721667",7,value
"28.64555,-88.22721667;28.64553333,-88.22853333;28.63106667,-88.27728333;28.61878333,-88.31873333;28.60881667,-88.35231667;28.5893,-88.3729;28.58883333,-88.37336667;28.5876,-88.37466667;28.56718333,-88.39621667;28.548,-88.41643333;28.53723333,-88.42778333;28.4973,-88.46986667;28.40625,-88.52688333;28.37521667,-88.54196667;28.3675,-88.55095;28.3673,-88.55106667",7,value
"28.74503333,-88.08645;28.73195,-88.09996667;28.6722,-88.1643;28.65286667,-88.20491667;28.64911667,-88.20853333;28.64561667,-88.22698333;28.64555,-88.22721667",7,value
"28.8661,-88.05628333;28.83455,-88.0521;28.8293,-88.0514;28.81438333,-88.05686667;28.8141,-88.05698333;28.8138,-88.05708333;28.78313333,-88.06826667;28.77801667,-88.08406667;28.7669,-88.07483333;28.75823333,-88.07918333;28.74503333,-88.08645",5,value
"29.06851667,-87.87751667;29.00101667,-87.86803333;28.97951667,-87.86551667;28.9516,-87.86226667;28.91008333,-87.87733333;28.89278333,-87.8982;28.89221667,-87.8989;28.8915,-87.89976667;28.8909,-87.90046667;28.87556667,-87.91896667;28.86583333,-87.93071667;28.83751667,-87.97118333;28.78948333,-88.03971667;28.75781667,-88.07288333;28.75696667,-88.07583333;28.7468,-88.08461667;28.7452,-88.08628333;28.74503333,-88.08645",5,value
"29.0749983158,-87.8826304617;29.07499333,-87.88262667;29.06976,-87.87860667;29.06870167,-87.87766333;29.06851667,-87.87751667",7,value
"29.0749983158,-87.8826304617;29.07493333,-87.88235;29.06851667,-87.87751667",7,value
"29.096,-87.93513333;29.09508333,-87.93383333;29.09398333,-87.93226667;29.08935,-87.92458333;29.08663333,-87.92078333;29.08621667,-87.91988333;29.08083333,-87.90671667;29.0785,-87.90183333;29.07626667,-87.89596667;29.07556667,-87.88508333;29.0749983158,-87.8826304617",7,value
"29.36525,-88.05458333;29.36686667,-88.05471667;29.3669,-88.05483333;29.36968333,-88.05523333;29.37248333,-88.05688333;29.37353333,-88.05545;29.37365,-88.05373333",3,value
"29.36721667,-88.01045;29.36495,-88.00651667;29.36221667,-88.00178333;29.35986667,-88.00058333;29.35575,-87.9985;29.35163333,-87.9964;29.34633333,-87.9937;29.33975,-87.98918333;29.33591667,-87.98658333;29.33205,-87.98393333;29.30715,-87.96691667;29.30608333,-87.96616667;29.29763333,-87.96148333;29.28826667,-87.95816667;29.2764,-87.95666667;29.26138333,-87.95783333;29.26053333,-87.9579;29.2526,-87.96511667;29.2447,-87.96935;29.23441667,-87.97336667;29.22656667,-87.9744;29.21761667,-87.97368333;29.21305,-87.97213333;29.2082,-87.97046667;29.19928333,-87.96583333;29.19073333,-87.95793333;29.18496667,-87.95116667;29.1833,-87.94996667;29.17895,-87.94705;29.17041667,-87.94281667;29.1646,-87.93595;29.15953333,-87.92995;29.15805,-87.92825;29.14828333,-87.92306667;29.14038333,-87.92096667;29.14021667,-87.92095;29.1399,-87.92091667;29.12855,-87.919;29.1026,-87.90158333;29.0926,-87.89601667;29.0749983158,-87.8826304617",7,value
"29.37106667,-88.00928333;29.37006667,-88.01033333;29.36721667,-88.01045",5,value
"29.37365,-88.05373333;29.37158333,-88.04495;29.37133333,-88.0438;29.37145,-88.03983333;29.37171667,-88.03076667;29.37178333,-88.02871667;29.37181667,-88.0276;29.37196667,-88.02245;29.372,-88.02106667;29.37108333,-88.01455;29.37063333,-88.0123;29.3706,-88.0121;29.37005,-88.0111;29.36743333,-88.0105;29.36721667,-88.01045",5,value
"30.33285,-88.49406667;30.33251667,-88.49403333;30.32008333,-88.49413333;30.31985,-88.49413333;30.31893333,-88.49395;30.318765,-88.49388167;30.31771167,-88.49344833;30.31730833,-88.49328167;30.31649,-88.49294333;30.31442167,-88.490835;30.30146833,-88.47726;30.24736667,-88.40526167;30.24721667,-88.40508;30.24710167,-88.404915;30.24282833,-88.39922333;30.23605333,-88.39464833;30.23488667,-88.39385833;30.23407667,-88.39344333;30.223125,-88.38779167;30.21540833,-88.38537;30.21298667,-88.38538333;30.19728333,-88.38454167;30.19507667,-88.38459667;30.16721,-88.38534;30.16697333,-88.38532833;30.16668333,-88.38596667;30.16661667,-88.38538333;30.16621667,-88.38535;30.1604,-88.3855;30.1599,-88.38551667;30.15266667,-88.3857;30.15206667,-88.38575;30.1483,-88.38603333;30.11535,-88.38851667;30.11368333,-88.38865;30.10923333,-88.38896667;30.09888333,-88.38963333;30.05283333,-88.3932;30.04678333,-88.39213333;30.04153333,-88.38988333;30.03898333,-88.38826667;30.03603333,-88.38631667;30.02898333,-88.37855;30.0134,-88.35878333;30.00891667,-88.35308333;29.99326667,-88.33318333;29.98391667,-88.32551667;29.97855,-88.3232;29.97788333,-88.32311667;29.97173333,-88.32238333;29.95915,-88.32088333;29.92085,-88.32083333;29.90538333,-88.31896667;29.88918333,-88.31266667;29.8598,-88.29193333;29.83606667,-88.2739;29.82358333,-88.26523333;29.82315,-88.26491667;29.81978333,-88.26258333;29.81106667,-88.2565;29.80818333,-88.25458333;29.79796667,-88.25213333;29.79706667,-88.2519;29.761,-88.23745;29.71583333,-88.22945;29.70588333,-88.22833333;29.69918333,-88.22753333;29.69125,-88.22445;29.68026667,-88.21936667;29.67858333,-88.21875;29.67643333,-88.21796667;29.6762,-88.21788333;29.67548333,-88.2176;29.67201667,-88.21625;29.66693333,-88.21425;29.66575,-88.21373333;29.66331667,-88.2129;29.63765,-88.20361667;29.54896667,-88.1714;29.52915,-88.1642;29.509,-88.15686667;29.50258333,-88.15606667;29.4972,-88.15413333;29.48615,-88.14641667;29.48153333,-88.14455;29.47783333,-88.14338333;29.4758,-88.14335;29.47365,-88.14381667;29.47215,-88.14461667;29.46805,-88.14675;29.46241667,-88.14963333;29.45983333,-88.15105;29.4587,-88.15105;29.4566,-88.15008333;29.4502,-88.14768333;29.41786667,-88.13286667;29.41248333,-88.12858333;29.40711667,-88.12156667;29.40705,-88.12135;29.40561667,-88.11646667;29.40378333,-88.11016667;29.40373333,-88.1042;29.4037,-88.10013333;29.40306667,-88.097;29.402,-88.09311667;29.39875,-88.08678333;29.39506667,-88.08218333;29.39203333,-88.07836667;29.3877,-88.07293333;29.38241667,-88.06633333;29.37941667,-88.06258333;29.37698333,-88.05955;29.37618333,-88.05906667;29.37506667,-88.0584;29.37371667,-88.05546667;29.37376667,-88.05471667;29.3737,-88.05398333;29.37365,-88.05373333",3,value
"-33.70816,18.443135;-33.5217204651,17.5152393199;-31.5943570504,15.4451082448;-30.0239127865,14.302966962;-19.4591059206,10.5553158778;-10.4290514035,10.9479269438",8,value
"-24.3303478716,-42.3429413452;-23.114549117,-43.2628539447;-23.0006844514,-43.2755566248",8,value
"-24.3303478716,-42.3429413452;-23.706443816,-39.1099839664;-18.0671212322,-35.1124894766;-10.9644301298,-32.8638988261;-4.04019860285,-33.3635856373;-2.7552896597,-36.0404792689;-2.82667348988,-37.5752316176;-3.75013953496,-38.4761340493",3,value
"-23.9803346126,-46.3541387126;-24.8842770139,-45.2133014463;-24.3303478716,-42.3429413452",2,value
"-10.4290514035,10.9479269438;-4.39711775373,8.12826565186;-0.435315179019,6.37936181258;2.3486541978,4.52338222803",3,value
"-8.81655698945,13.2426105734;-10.4290514035,10.9479269438",8,value
"-3.75013953496,-38.4761340493;-1.98196483281,-37.1861897432;1.64671320108,-10.5362264779;1.7359429888,-2.62451863348;2.18209192739,1.89645727759;2.95541675429,3.52400860558",8,value
"-3.75013953496,-38.4761340493;-0.30642770787,-39.3633965635;16.3973885531,-53.4022164979",point,value
"2.3486541978,4.52338222803;2.95541675429,3.52400860558",8,value
"2.95541675429,3.52400860558;6.41710875466,3.58409016296",6,value
"4.449167,7.24;2.3486541978,4.52338222803",3,value
"9.35594597163,-79.8993989222;10.1448569366,-79.9882377506;11.0654990809,-79.8618751033;13.1053532438,-77.8581245539",point,value
"10.4069289638,-75.4906844412;11.0293954674,-76.1973583328;12.0944520657,-77.0638450569;13.1053532438,-77.8581245539",point,value
"13.1053532438,-77.8581245539;14.4592387501,-74.7712655995;15.5965025754,-71.9732355531;16.57130014,-68.4531332366;17.2392169898,-65.0413417607;17.9251856463,-61.972534613;16.3973885531,-53.4022164979",point,value
"16.3973885531,-53.4022164979;20.6804183636,-61.1592593769;25.4131663041,-72.6757713298",8,value
"25.4131663041,-72.6757713298;25.5630723475,-76.5876052233;25.8225980239,-80.157918081",1,value
"43.321,-1.985556;44.9694282911,-4.93115043074;48.0000684588,-11.8633134944;48.3331929997,-14.0048283996;48.3807822198,-16.8125923865;46.9009961256,-26.2486103327;46.5488358967,-28.0855542292;43.4936079652,-38.7550573793;40.5240406299,-49.5292568137;39.4294885673,-54.6403390543;38.4824630869,-61.3670753177;38.3682489587,-68.3626906749;37.7257944871,-73.1882375947;37.268937974,-75.3297525;36.851,-75.9779;36.3647523958,-75.6306226283;35.4999253116,-75.2846917946;33.9679459053,-75.1858544136;30.2368347706,-74.4445740557;26.8763638149,-73.2708801557;25.4131663041,-72.6757713298",8,value
"-18.1416,178.442;-19.0,180.0",point,value
"-21.133,-175.2;-20.5456985537,-175.961976845;-19.0,-180.0",point,value
"24.2514295467,59.6269025103;23.6278238899,58.6293283906",6,value
"24.2514295467,59.6269025103;23.5179931636,61.1544354285;15.2986175306,61.0453854852",2,value
"25.1246910467,56.3590009694;25.8308292613,56.9570662142",2,value
"25.286667,51.533333;26.5330956252,52.6575781258",8,value
"25.8308292613,56.9570662142;25.0408482073,57.2521193789;24.7838664187,58.517992634;24.2514295467,59.6269025103",3,value
"26.0878110499,54.5109803002;25.264444,55.311667",7,value
"26.0878110499,54.5109803002;26.3162393064,55.7292643352;26.554185407,56.5002097011;26.4780426548,56.6905665816;25.8308292613,56.9570662142",2,value
"26.216667,50.583333;27.2869451827,51.3861198219",point,value
"26.283333,50.2;27.6011482496,50.9322709475",5,value
"26.5330956252,52.6575781258;26.2020251782,53.616302962;26.0878110499,54.5109803002",2,value
"27.2869451827,51.3861198219;26.6588816913,52.2933226428;26.5330956252,52.6575781258",8,value
"27.6011482496,50.9322709475;27.2869451827,51.3861198219",point,value
"29.98,48.467;28.7623252204,49.6759155364;27.6011482496,50.9322709475",5,value
"41.125278,16.866667;41.0986408052,18.0026721417;40.8559357826,18.4880821869;40.3134186732,18.8450013377;37.9720290435,20.172740579;34.6027122592,23.427843235;34.4456678329,24.8840733705;33.9317042556,27.8536407058;33.5176780406,29.1956567131;33.0465447614,29.8952182488;32.5183044181,30.5376727204;32.1328317352,31.0088059995;32.1328317352,34.2210783574;32.056066454,34.7409417546",6,value
"32.3115839204,-64.7463474841;32.2900639878,-64.7338520393;32.2616021413,-64.7185798291;18.4583562612,-64.5756053406",6,value
"53.7744,-3.06706666667;53.7713333333,-3.09665;53.7709166667,-3.1177;53.7691666667,-3.15091666667;53.7690166667,-3.15963333333;53.7682166667,-3.17585;53.7662166667,-3.22641666667;53.7635833333,-3.28571666667;53.7631,-3.30171666667;53.7627833333,-3.31111666667;53.76175,-3.3282;53.7616166667,-3.33775;53.7589166667,-3.42093333333;53.75705,-3.44093333333;53.7568,-3.44188333333;53.7502166667,-3.60133333333;53.81875,-3.79011666667;53.8339666667,-3.82851666667;53.8688833333,-3.92673333333;53.9496166667,-4.15106666667;53.9506166667,-4.15328333333;54.0036833333,-4.30606666667;54.0264166667,-4.37093333333;54.0268166667,-4.37168333333;54.03045,-4.38191666667;54.0321166667,-4.3854;54.03775,-4.40285;54.0395333333,-4.38953333333;54.0485333333,-4.43278333333;54.0906333333,-4.55235;54.0934833333,-4.55998333333;54.0947166667,-4.56115;54.0946333333,-4.56138333333;54.09425,-4.56151666667;54.0942,-4.56363333333;54.1017,-4.57658333333;54.1026333333,-4.57783333333",3,value
"54.2241,-4.6925;54.2345333333,-4.68426666667;54.23655,-4.68921666667;54.23675,-4.69031666667;54.2401333333,-4.69663333333;54.2433666667,-4.70161666667;54.24685,-4.71131666667;54.2689333333,-4.78706666667;54.28,-4.82938333333;54.2847666667,-4.84491666667;54.29375,-4.87745;54.31625,-4.95538333333;54.3573,-5.10486666667;54.3725333333,-5.12108333333;54.3769833333,-5.12903333333;54.3789,-5.13715;54.3888666667,-5.14541666667;54.3971333333,-5.14941666667;54.40925,-5.15351666667;54.4197333333,-5.17781666667;54.4302,-5.20301666667;54.4306666667,-5.20501666667;54.4809666667,-5.27071666667;54.4828166667,-5.27338333333;54.51065,-5.30803333333;54.5390333333,-5.34616666667;54.5410333333,-5.34698333333;54.5400666667,-5.34871666667;54.5423666667,-5.36866666667;54.5443666667,-5.38946666667;54.5429333333,-5.38865;54.54455,-5.39155;54.5448333333,-5.40526666667;54.544,-5.41326666667;54.5461,-5.44145;54.5454666667,-5.45183333333;54.5453166667,-5.45195;54.5430666667,-5.46576666667;54.5399166667,-5.48376666667",7,value
"51.909573991,-21.3662441594;50.9102003686,-27.0055667432;49.6966752556,-31.5741318744;47.4480846051,-39.4263531937;45.1994939546,-47.302369123;43.5814604706,-53.2748162476;41.9277350716,-62.3048707647;41.4756374805,-68.3130098044;41.4161509553,-69.9786325085;41.3209725151,-70.3712435745;40.868874924,-71.8703040082;40.7859991279,-72.6948217412",2,value
"54.225,-9.991;53.920218541,-12.1815246769;53.5989913052,-14.4539099375;51.909573991,-21.3662441594",4,value
"63.833,-22.433333;63.5713123806,-22.7320547768;60.473254151,-22.6892244787;56.6899111517,-22.1752609014;51.909573991,-21.3662441594",4,value
"23.680278,58.1825;25.335822108,59.3114124495",5,value
"25.1246910467,56.3590009694;25.5214200665,56.7558713292;25.6070806627,57.5696469932;25.335822108,59.3114124495",5,value
"25.1246910467,56.3590009694;26.0762220094,56.7482832852;26.4152952027,56.5448393692;26.3938800537,56.2949959636;26.108344733,55.4098364694;25.8549321358,54.330156038;25.7728407311,52.1779335582;25.57472,51.48639;25.7835483057,51.9887664083;26.136898265,51.9673512592;26.6472926508,51.5069255546;26.8546672836,51.2691209485",5,value
"25.335822108,59.3114124495;24.9789029572,60.6534284568;21.0242387655,69.2908719079;20.2390166335,71.1468514925;19.8249904185,72.4460372017;19.0806066088,72.8243698047",7,value
"26.25,50.65;26.8546672836,51.2691209485",5,value
"26.8546672836,51.2691209485;27.1718388897,50.9054078566",6,value
"27.1718388897,50.9054078566;26.283333,50.2",2,value
"27.1718388897,50.9054078566;28.2891207448,49.6241770337;28.9208676419,48.9531690301",1,value
"28.5266895291,50.1672817948;27.9179248279,50.8698248703;27.0541804828,52.0083969616;26.4831098414,53.2433372236;26.1904361377,54.5567996988;26.5830472036,56.4092100918;26.5830472036,56.7768368172;26.333203798,56.9231736691;25.1246910467,56.3590009694",4,value
"28.9208676419,48.9531690301;29.2849251757,49.2922422234",4,value
"28.9208676419,48.9531690301;29.3563090059,48.3820983887;29.369722,47.978333",3,value
"28.967,50.833333;28.5266895291,50.1672817948",8,value
"29.2849251757,49.2922422234;28.5266895291,50.1672817948",8,value
"29.98,48.467;29.2849251757,49.2922422234",4,value
"12.0978158366,-68.9358884157;12.0020319059,-68.8436828249;11.9556324162,-68.6057367243;11.9609862035,-68.2238332329;12.1001846724,-68.169700495;12.1529919207,-68.1761304909;12.1594289294,-68.2055867301",1,value
"34.7398066094,32.3943265708;34.6382612802,32.3109031292;34.0192507045,32.4477996989;33.0609747171,33.5191641568;32.8310171933,34.9634020464",4,value
"34.7398066094,32.3943265708;34.1719213201,31.3314972853;33.1582709316,28.9330005914;33.5151900825,27.3768330936;33.9863233616,25.0211666978;34.5716707691,19.2390764536;35.6424282217,14.3135921716;37.3270866138,11.7152207532;38.1551390438,8.37445750102;39.0974056021,7.31797681443;41.7814376167,5.99023757318;42.6237668128,5.56193459213;43.2853628432,5.40324461733",3,value
"34.767,32.416667;34.7398066094,32.3943265708",8,value
"34.767,32.4452205321;34.7398066094,32.3943265708",8,value
"49.3609727047,1.63522906726;48.9588437947,1.76253023107;47.9975415483,2.57154697305;47.440747673,2.95226073399;46.4318562065,3.75175963195;45.6561519186,4.29903566329;44.5473230899,4.89390091475;43.79065449,5.17943623544;43.2853628432,5.37469108526;45.8645927027,5.51910429403;46.7497521969,5.71897901852;47.5206975628,6.36143349009;48.03466114,7.08954855788;48.8056065059,7.77483332755;49.7478730642,8.60288575758;50.112,8.685833;50.1476225132,8.31735043688;50.3617740037,7.74627979548;51.0185052414,7.5892353691;51.703790011,7.27514651633;52.117816226,6.57558498062;52.226557594,5.02393845871;52.373,4.892222;51.9129446334,4.58695044499;51.509625993,4.37279895447;51.2383674383,4.23716967714;51.0170775647,3.87668133475;50.9564013091,2.91299962739;50.9385553516,2.28125273034;50.920709394,1.80298106817;51.1919679487,1.1605265966;51.320458843,0.371735273165;51.4870276398,-0.175583022356",6,value
"49.3609727047,1.63522906726;49.5727447342,1.72445885498;49.8725568209,1.71018208894;50.3246544121,1.61500364871;50.9433142736,0.929718879032;51.1574657641,0.372925003668;51.4870276398,-0.175583022356",6,value
"51.4870276398,-0.175583022356;51.2764388144,-0.726385981026;50.8862072094,-2.23020533671;50.7815109252,-3.03446315668;50.6054308107,-4.15280982942;50.3436901001,-4.87616597519;50.2627884259,-4.84285352111;48.678067396,-1.58299194312;48.5686121897,-1.30697446645;48.8351118224,-0.750180591084;49.1729952852,-0.0125476792767;49.4394949179,0.601353260227;49.6917177845,0.886888580927;49.6203339543,1.41037000221;49.3609727047,1.63522906726",6,value
"-3.75013953496,-38.4761340493;-2.43869207555,-36.9036874406;-2.34820692978,-34.5510736507;-2.71014751284,-32.3794301523;-32.2987901781,9.78664777434;-34.5609188223,14.7633307914;-34.8323742596,17.0254594356;-33.70816,18.443135;-36.4611068833,20.1019543916;-36.3706217376,23.4499047849;-33.8370376561,32.8603599445;-23.4312458931,54.3958246367;-22.0739687066,57.0198938639;-20.50105,57.44608333;-19.0879588964,61.7251214437;-13.4778798589,71.0450914575;-8.50119684183,74.7549824339;-2.34820692978,76.5646853492;0.728288026244,78.5553585561;3.17138696191,82.7176752613;4.16672356533,85.8846553631",1,value
